Id,Año,Mes,Punto de Muestreo,Color Max: 15 Ud: pl/mg,Olor,Sabor,Cloro Libre,Turbidez,pH,Conductividad,Temperatura , Dureza,Nitratos,Nitritos,Amonio,Cloruros,Fluor,Sodio,Aluminio,Trihalometanos,Oxidabilidad,Bacterías Coliformes,Enterococos,Gérmenes Totales a 22ºC,Escherichia coli,Clostridium perfringens,Pseudomonas aeruginosa,Calcio,Magnesio
"30,""2020"",""Mayo"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,42"",""0,51"",""7,8"",""208"",""10,5"",""105"",""2,2"",""<0,05"",""<0,25"",""5,0"",""0,12"",""2,9"",""0,024"",""0,03"",""0,1"",""0"",""0"",""4"",""0"",""0"",""0"",""39,5"",""4,2"""
"29,""2020"",""Abril"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,46"",""0,42"",""7,9"",""206"",""9,6"",""117"",""2,5"",""<0,05"",""<0,25"",""5,7"",""0,16"",""3,4"",""0,030"",""0,02"",""0,1"",""0"",""0"",""0"",""0"",""0"",""0"","""","""""
"28,""2020"",""Marzo"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,46"",""0,35"",""7,8"",""187"",""10,0"",""110"",""1,6"",""<0,05"",""<0,25"",""5,0"",""0,12"",""2,9"",""0,050"",""0,02"",""0,5"",""0"",""0"",""1"",""0"",""0"",""0"","""","""""
"27,""2020"",""Febrero"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,53"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"25,""2019"",""Diciembre"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,35"",""0,64"",""7,7"",""209"",""10,7"",""121"",""2,5"",""<0,05"",""<0,25"",""8,5"",""0,06"",""3,4"",""0,040"",""0,03"",""0,4"",""0"",""0"",""0"",""0"",""0"",""0"","""","""""
"24,""2019"",""Noviembre"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,39"",""0,40"",""7,9"",""224"",""12,3"",""120"",""2,9"",""<0,05"",""<0,25"",""6,6"",""0,07"",""3,3"",""0,020"",""0,03"",""0,2"",""0"",""0"",""4"",""0"",""0"",""0"","""","""""
"23,""2019"",""Octubre"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,50"",""0,27"",""7,8"",""202"",""14,5"",""115"",""2,2"",""<0,05"",""<0,25"",""5,5"",""0,07"",""2,8"",""0,030"",""0,03"",""0,4"",""0"",""0"",""2"",""0"",""0"",""0"","""","""""
"22,""2019"",""Septiembre"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,43"",""0,33"",""7,9"",""205"",""13,5"",""114"",""2,8"",""<0,05"",""<0,25"",""5,2"",""0,07"",""2,8"",""0,020"",""0,03"",""0,3"",""0"",""0"",""5"",""0"",""0"",""0"","""","""""
"21,""2019"",""Agosto"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,34"",""0,24"",""7,8"",""184"",""14,7"",""9,9"",""2,0"",""<0,05"",""<0,25"",""4,9"",""0,06"",""2,4"",""0,036"",""0,04"",""0,4"",""0"",""0"",""0"",""0"",""0"",""0"","""","""""
"20,""2019"",""Julio"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,45"",""0,29"",""7,9"",""199"",""12,9"",""107"",""2,2"",""<0,05"",""<0,25"",""4,8"",""0,06"",""2,7"",""0,035"",""0,04"",""0,8"",""0"",""0"",""0"",""0"",""0"",""0"","""","""""
"19,""2019"",""Junio"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,31"",""0,65"",""7,7"",""210"",""14,5"",""118"","""",""<0,05"",""<0,25"",""5,1"",""0,06"",""2,7"",""0,030"",""0,03"",""0,9"",""0"",""0"",""0"",""0"",""0"","""","""","""""
"17,""2019"",""Abril"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,46"",""0,11"",""8,0"",""205"",""11,1"",""113"",""2,9"",""<0,05"",""<0,25"",""7,2"",""0,08"",""3,1"",""0,060"",""0,04"",""0,8"",""0"",""0"",""0"",""0"",""0"",""0"",""39,4"",""4,5"""
"16,""2019"",""Marzo"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,47"",""0,21"",""7,9"",""209"",""11,0"",""115"",""2,8"",""<0,05"",""<0,25"",""6,8"",""0,08"",""3,2"",""0,050"",""0,04"",""0,6"",""0"",""0"",""1"",""0"",""0"",""0"",""42,7"",""4,5"""
"15,""2019"",""Febrero"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,52"",""0,90"",""7,5"",""193"",""9,3"",""105"",""3,0"",""<0,05"",""<0,25"",""7,9"",""0,12"",""3,6"",""0,050"",""0,04"",""0,5"",""0"",""0"",""2"",""0"",""0"",""0"","""","""""
"13,""2018"",""Diciembre"",""Salida de los depósitos de Roces"",""1"",""1"",""1"",""0,42"",""0,47"",""7,6"",""216"",""10,7"",""119"",""3,2"",""<0,05"",""<0,25"",""5,2"",""0,13"",""3,1"",""0,026"",""0,04"",""0,4"",""0"",""0"",""10"",""0"",""0"",""0"","""","""""
"12,""2018"",""Noviembre"",""Salida de los depósitos de Roces"",""5"",""1"",""1"",""0,38"",""0,68"",""7,6"",""229"",""12,6"",""122"",""3,8"",""<0,05"",""<0,25"",""7,5"",""0,1"",""3,6"",""0,07"",""0,035"",""0,6"",""0"",""0"",""2"",""0"",""0"",""0"","""","""""
"11,""2018"",""Octubre"",""Salida de los depósitos de Roces"",""5"",""1"",""1"",""0,54"",""0,41"",""7,9"",""217"",""14,8"",""115"",""2,1"",""<0,05"",""<0,25"",""5,6"",""0,1"",""3"",""0,042"",""0,041"",""1"",""0"",""0"",""0"",""0"",""0"",""0"","""","""""
"10,""2018"",""Septiembre"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,51"",""0,32"",""7,7"",""204"",""13,9"",""114"",""2,4"",""<0,05"",""<0,25"",""5,6"",""0,06"",""3"",""0,02"",""0,041"",""0,42"",""0"",""0"",""0"",""0"",""0"",""0"","""","""""
"7,""2018"",""Junio"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,32"",""0,41"",""7,8"",""214"",""11,8"",""116"",""2,6"",""<0,05"",""<0,25"",""5,1"",""0,1"",""3,2"",""0,03"",""0,042"",""0,41"",""0"",""0"",""1"",""0"",""0"",""0"","""","""""
"6,""2018"",""Mayo"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,47"",""0,12"",""7,8"",""223"",""11,3"",""120"",""2,7"",""<0,05"",""<0,25"",""6"",""0,1"",""3,3"",""0,035"",""0,04"",""0,5"",""0"",""0"",""2"",""0"",""0"",""0"","""","""""
"5,""2018"",""Abril"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,32"",""0,41"",""7,8"",""214"",""11,8"",""116"",""2,6"",""<0,05"",""<0,25"",""5,1"",""0,1"",""3,2"",""0,03"",""0,042"",""0,41"",""0"",""0"",""1"",""0"",""0"",""0"","""","""""
"4,""2018"",""Marzo"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,38"",""0,61"",""8"",""220"",""9,4"",""120"",""3"",""<0,05"",""<0,25"",""5,5"",""0,13"",""3,2"",""0,02"",""0,033"",""0,62"",""0"",""0"",""1"",""0"",""0"",""0"","""","""""
"3,""2018"",""Febrero"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,35"",""0,89"",""7,9"",""213"",""9,1"",""119"",""2,9"",""<0,05"",""<0,25"",""5,6"",""0,12"",""3,2"",""0,03"",""0,038"",""0,9"",""0"",""0"",""0"",""0"",""0"",""0"","""","""""
"2,""2018"",""Enero"",""Salida de los depósitos de Roces"",""4"",""1"",""1"",""0,24"",""0,6"",""7,9"",""225"",""10,2"",""124"",""3,3"",""<0,05"",""<0,25"",""6"",""0,1"",""3,3"",""0,036"",""0,033"",""0,47"",""0"",""0"",""2"",""0"",""0"",""0"","""","""""
